PLNA,PLCO,AUTHOR,VALID,PLCOS
"PHYTOLACCA RIVINOIDES","161017003","KUNTH&BOUCHE","Y","161017003"
"PHYTOLACCA OCTANDRA","161017004","L.","","161017004"
"PHYTOLACCA RUGOSA","161017005","","","161017005"
"PHYTOLACCA DECANDRA","161017006","L.","S","161017006"
"AGDESTIS CLEMATIDEA","161023001","","P","161023001"
"AIZOACEAE","165000000","","","165000000"
"MOLLUGO STRICTA","165001001","","","165001001"
"MOLLUGO VERTICELLATA","165001002","","","165001002"
"MOLLUGO NUDICAULIS","165001003","LAM.","Y","165001003"
"MOLLUGO PENTAPHYLLA","165001004","L.","Y","165001004"
"SESUVIUM PORTULACASTRUM","165008001","(L.) L.","","165008001"
"TRIANTHEMA PORTULACASTRUM","165009001","L.","","165009001"
"TRIANTHEMA PENTANDRA","165009002","L.","Y","165009002"
"TETRAGONIA TETRAGONIOIDES","165017001","","","165017001"
"TETRAGONIACEAE","166000000","","","166000000"
"TALINUM TRIANGULARE","168001001","(JACQ.) WILLD.","","168001001"
"TALINUM PANICULATUM","168001002","L.","N","168001002"
"TALINUM PATENS","168001003","WILLD.","S","168001003"
"CALANDRINIA MICRANTHA","168002001","","","168002001"
"MONTIA PERFOLIATA","168011001","","","168011001"
"MONTIA FONTANA","168011002","L.","A","168011002"
"PORTULACARIA AFRA","168014001","","","168014001"
"PORTULACA SP.","168016000","","Y","168016000"
"PORTULACA OLERACEA","168016001","L.","","168016001"
"PORTULACA QUADRIFIDA","168016002","L.","","168016002"
"PORTULACA PILOSA","168016003","L.","N","168016003"
"PORTULACA ELATIOR","168016004","HBK.","N","168016004"
"PORTULACA OLERACEA SSP. SATIVA","168016005","DE.","Y","168016005"
"PORTULACA HALIMOIDES","168016006","L.","Y","168016006"
"PORTULACA CAULERPOIDES","168016007","BRITT.&WILS.","L","168016007"
"BASELLACEAE","169000000","","","169000000"
"BASELLA ALBA","169001001","","","169001001"
"ULLUCUS TUBEROSUS","169003001","","","169003001"
"BOUSSINGAULTIA BASELLOIDES","169004001","","","169004001"
"BOUSSINGAULTIA GRACILIS","169004002","MIERS","S","169004002"
"ANREDERA LEPTOSTACHYS","169005001","(MOQ.) STEENIS","","169005001"
"CARYOPHYLACEAE","173000000","","","173000000"
"STELLARIA ALSINE","173001001","","","173001001"
"STELLARIA MEDIA","173001002","","","173001002"
"STELLARIA GRAMINEA","173001003","","","173001003"
"STELLARIA OVATA","173001004","","","173001004"
"STELLARIA ANTILLANA","173001005","URB.","N","173001005"
"STELLARIA DECIPIENS","173001006","HOOK.FIL.","A","173001006"
"CERASTIUM SP.","173002000","","Y","173002000"
"CERASTIUM CAESPITOSUM","173002001","","","173002001"
"CERASTIUM GLOMERATUM","173002002","THOUILL.","","173002002"
"CERASTIUM HOLOSTEOIDES","173002003","","","173002003"
"CERASTIUM VULGATUM","173002004","","","173002004"
"CERASTIUM ARVENSE","173002005","L.","Y","173002005"
"CERASTUIM FONTANUM","173002006","BAUMG.","A","173002006"
"SAGINA JAPONICA","173005001","","","173005001"
"SAGINA PROCUMBENS","173005002","L.","","173005002"
"SAGINA APETALA","173005003","ARD.","A","173005003"
"COLOBANTHUS KERGUELENSIS","173006001","HOOK.FIL.","A","173006001"
"COLOBANTHUS MUSCOIDES","173006002","HOOK.FIL.","A","173006002"
"COLOBANTHUS QUITENSIS","173006003","(KUNTH)BARTL.","A","173006003"
"COLOBANTHUS SUBULATUS","173006004","(D'URV.)HOOK.FIL.","A","173006004"
"ARENARIA LANUGINOSA","173015001","(MICHX.) ROHROB.","","173015001"
"ARENARIA LEPTOCLADOS","173015002","BOISS.","Y","173015002"
"ARENARIA SERPYLLIFOLIA","173015003","L.","","173015003"
"MOEHRINGIA TRINERVIA","173016001","","W","173016001"
"SPERGULA ARVENSIS","173021001","","","173021001"
"DRYMARIA CORDATA","173024001","(L.) WILLD.","","173024001"
"LYALLIA KERGUELENSIS","173035001","HOOK.FIL.","A","173035001"
"SCLERANTHUS ANNUUS","173055001","","","173055001"
"AGROSTEMMA GITHAGO","173060001","L.","Y","173060001"
"SILENE CONCIDEA","173062001","","","173062001"
"SILENE GALLICA","173062002","","","173062002"
"SILENE NOCTIFLORA","173062003","L.","Y","173062003"
"SILENE NIVEA","173062004","MUHL.CAT.EX.DC.","Y","173062004"
"LYCHNIS SP.","173063000","","W","173063000"
"LYCHNIS ALBA","173063001","","","173063001"
"LYCHNIS FLOSCUCULI","173063002","","W","173063002"
"GYPSOPHILA MURALIS","173069001","L.","Y","173069001"
"VACCARIA PYRAMIDATA","173073001","","","173073001"
"DIANTHUS CARYOPHYLLUS","173074001","L.","Y","173074001"
"DIANTHUS CHINENSIS","173074002","","P","173074002"
"SAPONARIA OFFICINALIS","173075001","","Q","173075001"
"NYMPHAEACEAE","177000000","","","177000000"
"NELUMBO NUCIFERA","177001001","","","177001001"
"CABOMBA WARMINGII","177002001","CASP.","S","177002001"
"BRASENIA SCHREBERI","177003001","","","177003001"
"EURYALE FEROX","177005001","","","177005001"
"NYMPHAEA SP.","177006000","","P","177006000"
"NYMPHAEA ELEGANS","177006001","","","177006001"
"NYMPHAEA LOTUS","177006002","","","177006002"
"NYMPHAEA STELLATA","177006003","","","177006003"
"NYMPHAEA TETRAGONA","177006004","","","177006004"
"NYMPHAEA AMPLA","177006005","","P","177006005"
"NYMPHAEA ALBA","177006006","","W","177006006"
"NYMPHAEA RUDGEANA","177006006","G.F.W.MEY.","H","177006006"
"NYMPHAEA BLANDA","177006007","G.F.W.MEY.","H","177006007"
"NYMPHAEA AMAZONUM","177006008","MART.&ZUCC.","S","177006008"
"NUPHAR LUTEUM","177007001","","W","177007001"
"CERATOPHYLLUM DEMERSUM","179001001","","","179001001"
"RANUNCULACEAE","189000000","","","189000000"
"CALTHA PALUSTRIS","189004001","","","189004001"
"NIGELLA SATIVA","189010001","","","189010001"
"AQUILEGIA VULGARIS","189018001","","","189018001"
"AQUILEGIA CANADENSIS","189018002","","","189018002"
"DELPHINIUM ELATUM","189019001","","","189019001"
"DELPHINIUM SANICULAEFOLIUM","189019002","BOISS.","Y","189019002"
"DELPHINIUM CONSOLIDA","189019003","L.","","189019003"
"ACONITUM NAPELLUS","189020001","","","189020001"
"ANEMONE NEMEROSA","189021001","","","189021001"
"CLEMATIS DIOICA","189022001","L.","N","189022001"
"CLEMATIS FUERTESII","189022002","URB.","N","189022002"
"MYOSURUS MINIMUS","189023001","L.","","189023001"
"RANUNCULUS SP.","189026000","","W","189026000"
"RANUNCULUS SP.","189026000","","","189026000"
"RANUNCULUS ACRIS","189026001","","","189026001"
"RANUNCULUS ARVENSIS","189026002","","","189026002"
"RANUNCULUS REPENS","189026003","","","189026003"
"RANUNCULUS VERNYII","189026004","","","189026004"
"RANUNCULUS PARVIFLORUS","189026005","","","189026005"
"RANUNCULUS RECURVATUS VAR. TROPICUS","189026006","(GRISEB.) FAWC. & RENDLE.","N","189026006"
"RANUNCULUS FLAGELLIFORMIS","189026007","SM.","N","189026007"
"RANUNCULUS BITERNATUS","189026008","SM.","A","189026008"
"RANUNCULUS MOSELEYI","189026009","HOOK.FIL.","A","189026009"
"RANUNCULUS PSEUDOTRULLIFOLIUS","189026010","SKETTSB.","A","189026010"
"RANUNCULUS BULBOSUS","189026011","L.","A","189026011"
"RANUNCULUS SCELERATUS","189026012","L.","A","189026012"
"ADONIS SP.","189029000","","","189029000"
"ADONIS AESTIVALIS","189029001","","","189029001"
"ADONIS ERIOCALYCINA","189029002","","","189029002"
"BERBERIDACEAE","195000000","","","195000000"
"PODOPHYLLUM PELTATUM","195001001","","","195001001"
"NANDINA DOMESTICA","195005001","","P","195005001"
"BERBERIS NIGRICANS","195009001","O.KTZE.","H","195009001"
"MENISPERMACEAE","196000000","","","196000000"
"CISSAMPELOS PAREIRA","196008001","L.","N","196008001"
"CISSAMPELOS GRANDIFOLIA","196008002","","P","196008002"
"CISSAMPELOS TROPAEOLIFOLIA","196008003","DC.","H","196008003"
"CISSAMPELOS GLABERRIMA","196008004","ST.HIL.","S","196008004"
"CISSAMPELOS OVALIFOLIA","196008005","DC.","S","196008005"
"CISSAMPELOS VOLUBILIS","196008006","U","S","196008006"
"FIBRAUREA TINCTORIA","196014001","","","196014001"
"TINOSPORA CORDIFOLIA","196017001","(WILLD.)MIERS EX.HOOK.FIL","Y","196017001"
"ODONTOCARYA NITIDA","196024001","RILEY","H","196024001"
"ODONTOCARYA PAUPERA","196024002","(GRISEB.)DIELS","H","196024002"
"ODONTOCARYA TRUNCATA","196024003","STANDL.","H","196024003"
"DIOSCOREOPHYLLUM CUMMINSII","196028001","","","196028001"
"PACHYGONE OBLONGIFOLIA","196055001","EICHL.","S","196055001"
"HYPERBAENA DOMINGENSIS","196056001","(DC.) BENTH.","Y","196056001"
"HYPERBAENA PANAMENSIS","196056002","STANDL.","H","196056002"
"MAGNOLIACEAE","197000000","","","197000000"
"MAGNOLIA GRANDIFLORA","197001001","","","197001001"
"MAGNOLIA POASANA","197001002","DANDY","","197001002"
"MAGNOLIA SORORUM","197001003","SEIBERT","H","197001003"
"TALAUMA OVATA","197002001","A.ST.HIL.","S","197002001"
"MICHELIA CHAMPACA","197003001","","","197003001"
"ILLICIUM VERUM","197007001","","","197007001"
"DRIMYS WINTERI","197008001","","","197008001"
"ANNONACEAE","206000000","","","206000000"
"OXANDRA LANCEOLATA","206002001","(SW.) A. RICH.","N","206002001"
"OXANDRA REINHARDTIANA","206002002","U","S","206002002"
"STELECHOCARPUS BURAHOL","206003001","","P","206003001"
"UVARIA RUFA","206009001","","","206009001"
"UVARIA MACROCARPA","206009002","U","S","206009002"
"CLEISTOPHOLIS SP","206014000","","","206014000"
"GUATTERIA AMPLIFOLIA","206015001","TR.&PL.","H","206015001"
"GUATTERIA SELLOWIANA","206015002","(WARM.)SCHLECHT. Z","S","206015002"
"GUATTERIA VILLOSISSIMA","206015003","(WARM.)ST.HIL. Z","S","206015003"
"DUGUETIA LANCEOLATA","206016001","ST.HIL.","S","206016001"
"CANANGA ODORATA","206020001","","","206020001"
"POLYALTHIA LONGIFOLIA","206026001","","","206026001"
"UNONOPSIS PITTIERI","206029001","SAFF.","H","206029001"
"XYLOPIA AETHIOPIA","206053001","","","206053001"
"XYLOPIA FRUTESCENS","206053002","AUBL.","H","206053002"
"XYLOPIA AROMATICA","206053003","(LAM.)EICHL.","H","206053003"
"XYLOPIA MACRANTHA","206053004","TR.&PL.","H","206053004"
"XYLOPIA BRASILIENSIS","206053005","SPRENG.","S","206053005"
"XYLOPIA EMARGINATA","206053006","MART.","S","206053006"
"XYLOPIA GRANDIFLORA","206053007","A.ST.HIL.","S","206053007"
"XYLOPIA SERICEA","206053008","A.ST.HIL.","S","206053008"
"ARTABOTRYS ODORATISSIMUS","206060001","","P","206060001"
"ANNONA SP.","206065000","","P","206065000"
"ANNONA CHERIMOLA","206065001","","","206065001"
"ANNONA DIVERSIFOLIA","206065002","","","206065002"
"ANNONA MONTANA","206065003","","","206065003"
"ANNONA MURICATA","206065004","L.","","206065004"
"ANNONA RETICULATA","206065005","L.","","206065005"
"ANNONA SQUAMOSA","206065006","L.","","206065006"
"ANNONA GLABRA","206065007","L.","","206065007"
"ANNONA PURPUREA","206065008","","","206065008"
"ANNONA URBANIANA","206065009","R. E. FRIES","N","206065009"
"ANNONA SPRAGUEI","206065010","SAFF.","H","206065010"
"ANNONA ACUMINATA","206065011","SAFF.","H","206065011"
"ANNONA HAYESII","206065012","SAFF.EX.STANDLEY","H","206065012"
"ANONA CACANS","206065013","WARM.","S","206065013"
"ANONA CRASSIFLORA","206065014","MART.","S","206065014"
"ANONA CROTONIFOLIA","206065015","MART.","S","206065015"
"ANONA FURFURACEA","206065016","ST.HIL.","S","206065016"
"ANONA MONTICOLA","206065017","MART.","S","206065017"
"ANONA PYGMAEA","206065018","U","S","206065018"
"ROLLINIA MUCOSA","206066001","(JACQ.)BAILL.","Y","206066001"
"ROLLINIA EMARGINATA","206066002","SCHLECHT.","S","206066002"
"ROLLINIA LAURIFOLIA","206066003","SCHLECHT.","S","206066003"
"ROLLINIA SYLVATICA","206066004","WARM.","S","206066004"
"MONODORA MYRSTICA","206069001","","","206069001"
"ASIMINA TRILOBA","206073001","","","206073001"
"DENNETIA TRIPETALA","206074001","","","206074001"
"MYRISTICACEAE","209000000","","","209000000"
"VIROLA SP.","209005000","","P","209005000"
"VIROLA SEBIFERA","209005001","","","209005001"
"VIROLA GUATEMALENSIS","209005002","","P","209005002"
"VIROLA KOTSCHNYI","209005003","","P","209005003"
"VIROLA NOBILIS","209005004","A.C.SMITH","H","209005004"
"MYRISTICA FRAGRANS","209014001","HOUTT.","Y","209014001"
"MYRISTICA CANARICA","209014002","","","209014002"
"MYRISTICA MALABARICA","209014003","","","209014003"
"MOLLINEDIA BUTLERIANA","213009001","","P","213009001"
"MOLLINEDIA BRASILIENSIS","213009002","SCHOTT,EX.TUL.","S","213009002"
"MOLLINEDIA SELLOWII","213009003","A.DC.","S","213009003"
"SIPARUNA PAUCIFLORA","213027001","(BEURL.)A.DC.","H","213027001"
"SIPARUNA GUIANENSIS","213027002","AUBL.","H","213027002"
"SIPARUNA TETRACEROIDES","213027003","PERK.","H","213027003"
"SIPARUNA NICARAGUENSIS","213027004","HEMSL.","H","213027004"
"SIPARUNA CUJABANA","213027005","U","S","213027005"
"LAURACEAE","218000000","","","218000000"
"CINNAMOMUM AROMATICUM","218001001","","","218001001"
"CINNAMOMUM BURMANNII","218001002","","","218001002"
"CINNAMOMUM CAMPHORA","218001003","","","218001003"
"CINNAMOMUM TAMALA","218001004","","","218001004"
"CINNAMOMUM VERUM","218001005","","","218001005"
"CINNAMOMUM CASSIA","218001006","","P","218001006"
"CINNAMOMUM MINDANENSE","218001007","","P","218001007"
"PERSEA AMERICANA","218002001","MILL.","","218002001"
"PERSEA SCHIEDEANA","218002002","","","218002002"
"PERSEA VESTICULA","218002003","STANDLEY&STEYERM.","","218002003"
"PERSEA VERAGUASENSIS","218002004","","","218002004"
"PERSEA GRATISSIMA","218002005","GAERTN.F.","S","218002005"
"PERSEA PYRIFOLIA","218002006","NEES","S","218002006"
"PERSEA VENOSA","218002007","NEES&MART.EX.NEES","S","218002007"
"PERSEA FULIGINOSA","218002008","NEES","S","218002008"
"PHOEBE GRISEBACHIANA","218004001","","N","218004001"
"PHOEBE PATENS","218004002","(MEISSN.)MEZ","S","218004002"
"OCOTEA LEUCOXYLON","218007002","(SW.)MEZ","Y","218007002"
"OCOTEA BLANCHETII","218007003","(MEISSN)MEZ","S","218007003"
"OCOTEA CORYMBOSA","218007004","(MEISSN.)MEZ","S","218007004"
"OCOTEA GLAUCA","218007005","(MEISSN.)MEZ","S","218007005"
"OCOTEA LAXA","218007006","(MEISSN.)MEZ","S","218007006"
"OCOTEA MACROPODA","218007007","(HBK)MEZ","S","218007007"
"OCOTEA NUTANS","218007008","(MEISSN.)MEZ","S","218007008"
"OCOTEA PUBERULA","218007009","NEES","S","218007009"
"OCOTEA PULCHELLA","218007010","MART.","S","218007010"
"NECTANDRA SP.","218009000","","","218009000"
"NECTANDRA CORIACEA","218009001","(SW.) GRISEB.","N","218009001"
"NECTANDRA MEMBRANACEA","218009002","GRISEB.","N","218009002"
"NECTANDRA ANTILLANA","218009003","MEISSN.","Y","218009003"
"NECTANDRA PATENS","218009004","(SW.) GRISEB.","Y","218009004"
"NECTANDRA GRANDIFLORA","218009005","NEES&MART.","S","218009005"
"NECTANDRA LANCEOLATA","218009006","NEES&MART.EX.NEES","S","218009006"
"NECTANDRA MYRIANTHA","218009007","MEISSN.","S","218009007"
"NECTANDRA NITIDULA","218009008","NEES&MART.EX.NEES","S","218009008"
"NECTANDRA RIGIDA","218009009","NEES","S","218009009"
"NECTANDRA VENULOSA","218009010","MEISSN.","S","218009010"
"NECTANDRA WARMINGII","218009011","MEISSN.EX.WARM.","S","218009011"
"LITSEA GUATEMALENSIS","218017001","","","218017001"
"BEILSCHMIEDIA MANNII","218020001","","","218020001"
"BEILSCHMIEDIA PENDULA","218020002","(SW.) BENTH. & HOOK.","N","218020002"
"AIOUEA SALIGNA","218022001","MEISSN.","S","218022001"
"AYEDENDRON PANURENSE","218030001","(MEZ.)MEISSN. Z","S","218030001"
"CRYPTOCARYA HIRSUTA","218032001","(NEES)SCHOTT","S","218032001"
"CRYPTOCARYA MOSCHATA","218032002","NESS&MART.","S","218032002"
"LAURUS NOBILIS","218042001","","","218042001"
"CASSYTHA RACEMOSA","218044001","","","218044001"
"CASSYTHA FILIFORMIS","218044002","L.","","218044002"
"LICARIA TRIANDRA","218048001","(SW.)KOSTERM.","Y","218048001"
"HERNANDIACEAE","221000000","","","221000000"
"GYROCARPUS AMERICANUS","221002001","","P","221002001"
"GRONOVIA SCANDENS","221003001","","P","221003001"
"HERNANDIA SONORA","221004001","L.","","221004001"
"PAPAVERACEAE","224000000","","","224000000"
"SANGUINARIA CANADENSIS","224009001","","","224009001"
"BOCCONIA FRUTESCENS","224015001","L.","N","224015001"
"GLAUCIUM ALEPPICUM","224016001","","","224016001"
"GLAUCIUM CORNICULATUM","224016002","","","224016002"
"ROEMERIA REFRACTA","224017001","","","224017001"
"ARGEMONE ACUMINATA","224020001","","","224020001"
"ARGEMONE MEXICANA","224020002","L.","","224020002"
"ARGEMONE OCHROLEUCA","224020003","","","224020003"
"ARGEMONE SUBFUSIFORMIS","224020004","","","224020004"
"PAPAVER SP.","224021000","","","224021000"
"PAPAVER BRACTEATUM","224021001","","","224021001"
"PAPAVER SOMNIFERUM","224021002","","","224021002"
"PAPAVER HYBRIDUM","224021003","","","224021003"
"PAPAVER RHOEAS","224021004","","","224021004"
"PAPAVER ARENARIUM","224021005","","","224021005"
"PAPAVER DUBIUM","224021006","","","224021006"
"PAPAVER ARGEMONE","224021007","L.","Y","224021007"
"FUMARIA SP.","224029000","","","224029000"
"FUMARIA AGRARIA","224029001","","","224029001"
"FUMARIA DENSIFLORA","224029002","","","224029002"
"FUMARIA MURALIS","224029003","","","224029003"
"FUMARIA OFFICINALIS","224029004","","","224029004"
"FUMARIA PARVIFLORA","224029005","","","224029005"
"FUMARIA SCHLEICHERI","224029006","","","224029006"
"FUMARIA CAPREOLATA","224029007","L.","S","224029007"
"BRASSICACEAE","226000000","","","226000000"
"PRINGLEA ANTISCORBUTICA","226002001","R.BR.","A","226002001"
"LEPIDIUM SP.","226021000","","Y","226021000"
"CARDARIA DRABA","226021001","","","226021001"
"LEPIDIUM SATIVUM","226021001","","","226021001"
"LEPIDIUM VIRGINICUM","226021002","L.","","226021002"
"LEPIDIUM RUDERALE","226021004","","","226021004"
"CORONOPUS SP.","226022000","","Y","226022000"
"CORONOPUS DIDYMUS","226022001","(L.) SMITH","","226022001"
"SENEBIERA PINNATIFIDA","226022001","U","S","226022001"
"IBERIS AMARA","226030001","","","226030001"
"THLASPI ARVENSE","226041001","","","226041001"
"THLASPI PERFOLIATUM","226041002","","","226041002"
"EUTREMA WASABI","226051001","","","226051001"
"SISYMBRIUM IRIO","226055001","","","226055001"
"SISYMBRIUM OFFICINALE","226055002","","","226055002"
"SISYMBRIUM ORIENTALE","226055003","","","226055003"
"CAKILE LANCEOLATA","226058001","(WILLD.)O.E.SCHULZ","L","226058001"
"MYAGRUM PERFOLIATUM","226060001","","","226060001"
"GOLDBACHIA LAEVIGATA","226061001","","","226061001"
"ERUCA VESICARIA SUBSP SATIVA","226082001","","","226082001"
"SINAPIS SP.","226083000","","Y","226083000"
"SINAPIS ALBA","226083001","","","226083001"
"SINAPIS ARVENSIS","226083002","","","226083002"
"DIPLOTAXIS ERUGICOIDES","226084001","","","226084001"
"DIPLOTAXIS HARRA","226084002","","","226084002"
"DIPLOTAXIS TENUIFOLIA","226084003","","","226084003"
"DIPLOTAXIS MURALIS","226084004","","","226084004"
